the_geom,uid,facname,addressnum,streetname,address,city,zipcode,boro,borocode,bin,bbl,commboard,nta,council,schooldist,policeprct,censtract,factype,the_geom_webmercator,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,proptype,latitude,longitude,xcoord,ycoord,datasource,facsubgrp
0101000020E6100000C7C85F88257752C00B78E79A645E4440,1b694c527aa47432c96e63d29717ec8a,LEFRAK CITY,98-30,57 AVENUE,98-30 57 AVENUE,CORONA,11368,Queens,4,4047321,4019180070,404,QN25,21,110,24,045500,PUBLIC LIBRARY,0101000020110F0000FF2AC5C1885D5FC116A60FEC1EF95241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Queens Public Library,,Public,Queens Public Library,QPL,City,,,,40.7374452238292,-73.8616658149141,1022585.85718453,207978.05144929,qpl_libraries,PUBLIC LIBRARIES
0101000020E61000009B758A96BA7152C03B7DA9E029644440,1593944f52da506dffb92656d1028087,BAY TERRACE,18-36,BELL BOULEVARD,18-36 BELL BOULEVARD,BAYSIDE,11360,Queens,4,4131148,4058650082,407,QN47,19,109,25,099704,PUBLIC LIBRARY,0101000020110F0000D7B54FE454545FC1B748755497FF5241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Queens Public Library,,Public,Queens Public Library,QPL,City,,,,40.7825280025085,-73.7770134307997,1046003.29412117,224451.513416997,qpl_libraries,PUBLIC LIBRARIES
0101000020E6100000200D7BE99F7F52C0AA6882DCDB584440,c4d96c8248abdfb96b1140b300271046,BROOKLYN HEIGHTS LIBRARY,109,REMSEN STREET,109 REMSEN STREET,BROOKLYN,11201,Brooklyn,3,3002076,3002490016,302,BK09,33,084,13,000502,PUBLIC LIBRARY,0101000020110F0000E827565DEF6B5FC1540EDF6FEBF25241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Brooklyn Public Library,BPL,Public,Brooklyn Public Library,BPL,City,,,,40.6942096363794,-73.9941352559731,985876.322318225,192195.792495491,bpl_libraries,PUBLIC LIBRARIES
0101000020E610000001BA2E29F57D52C0C2C901F010564440,e6acd0ad76cb481f877bec0d6702b3f8,CENTRAL LIBRARY,10,GRAND ARMY PLAZA,10 GRAND ARMY PLAZA,BROOKLYN,11238,Brooklyn,3,3029665,3011830002,355,BK99,35,078,17,017700,PUBLIC LIBRARY,0101000020110F00008FD01B7C1A695FC1351F73BECAEF5241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Brooklyn Public Library,BPL,Public,Brooklyn Public Library,BPL,City,,,,40.6723918923121,-73.9680884319605,993102.130085692,184248.514102447,bpl_libraries,PUBLIC LIBRARIES
0101000020E6100000858EEF6FD27D52C08112822805524440,4a908ad158e074705cceff0753e74494,CORTELYOU LIBRARY,1305,CORTELYOU ROAD,1305 CORTELYOU ROAD,BROOKLYN,11226,Brooklyn,3,3118362,3051440080,314,BK42,40,070,22,152200,PUBLIC LIBRARY,0101000020110F0000011AD480DF685FC1942AC72A43EB5241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Brooklyn Public Library,BPL,Public,Brooklyn Public Library,BPL,City,,,,40.6407824168318,-73.9659690703794,993694.505705396,172732.524996292,bpl_libraries,PUBLIC LIBRARIES
0101000020E6100000AEA62204167652C0619A74B1606F4440,61dc04bb358b8138f7062579ac853bd4,EASTCHESTER LIBRARY,1385,EAST GUN HILL ROAD,1385 EAST GUN HILL ROAD,BRONX,10469,Bronx,2,2061767,2047620022,212,BX03,12,047,11,035800,PUBLIC LIBRARY,0101000020110F0000AC35088FBB5B5FC178515B7B2D0C5341,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Non-public,New York Public Library,NYPL,City,,,,40.8701383418418,-73.8450937593832,1027092.89059805,256330.445557949,nypl_libraries,PUBLIC LIBRARIES
0101000020E6100000492A2B404D7452C038E195863C5E4440,08ad299940f692ef656a3b64c69eeb98,GODWIN TERNBACH MUSEUM,,KLAPPER HALL,QUEENS COLLEGE 405 KLAPPER HALL,FLUSHING,11367,Queens,4,4439911,4065170001,408,QN37,24,107,25,080900,MUSEUM,0101000020110F000082E251B2B3585FC1E8B592FFF1F85241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Godwin Ternbach Museum,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7362220985255,-73.817215006021,1034905.20051481,207555.008113587,dcla_culturalinstitutions,MUSEUMS
0101000020E610000053DD3CE4568052C070F9221C6E5D4440,4f76e49643d7073ae319dd30aca67945,HUDSON PARK LIBRARY,66,LEROY STREET,66 LEROY STREET,NEW YORK,10014,Manhattan,1,1009760,1005820018,102,MN23,03,006,02,006700,PUBLIC LIBRARY,0101000020110F0000C121792C266D5FC19ACB61A50AF85241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Non-public,New York Public Library,NYPL,City,,,,40.7299227877401,-74.0053034395581,982780.117921355,205207.166309997,nypl_libraries,PUBLIC LIBRARIES
0101000020E610000078187A2E3C7C52C08F0869B0244C4440,36e96ba8a687d2aad76912231723f11f,KINGS BAY LIBRARY,3650,NOSTRAND AVENUE,3650 NOSTRAND AVENUE,BROOKLYN,11229,Brooklyn,3,3202630,3074050920,315,BK17,48,061,22,059402,PUBLIC LIBRARY,0101000020110F0000029BE26F2D665FC1BEEA0FDCAFE45241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Brooklyn Public Library,BPL,Public,Brooklyn Public Library,BPL,City,,,,40.5948696625575,-73.94117319034,1000587.26726634,156008.953123913,bpl_libraries,PUBLIC LIBRARIES
0101000020E6100000C08C87E4B27852C0E6D51C759E534440,90de1b2246a755e66fe2ba0bc36292aa,SPRING CREEK LIBRARY,12143,FLATLANDS AVENUE,12143 FLATLANDS AVENUE,BROOKLYN,11207,Brooklyn,3,3098071,3044130025,305,BK82,42,075,19,110400,PUBLIC LIBRARY,0101000020110F000029007CB62B605FC1835413520DED5241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Brooklyn Public Library,BPL,Public,Brooklyn Public Library,BPL,City,,,,40.6532732382582,-73.8859187434891,1015904.70718385,177302.051743751,bpl_libraries,PUBLIC LIBRARIES
0101000020E61000009DBCC804FC8452C0AA2C0ABB28504440,ec4d5ae9b63e51746396b3d249794ed1,STAPLETON LIBRARY,132,CANAL STREET,132 CANAL STREET,STATEN ISLAND,10304,Staten Island,5,5013792,5005260063,501,SI37,49,120,31,002700,PUBLIC LIBRARY,0101000020110F00005C359C060A755FC170670EFB2DE95241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Non-public,New York Public Library,NYPL,City,,,,40.626243,-74.077882,962630.925954129,167443.200778944,nypl_libraries,PUBLIC LIBRARIES
0101000020E61000007E7EC2FCFC7A52C0D6A23415D35E4440,ff8ded523d53dfeb48e51927d9d91a74,SUNNYSIDE,43-06,GREENPOINT AVENUE,43-06 GREENPOINT AVENUE,SUNNYSIDE,11104,Queens,4,4002111,4001730016,402,QN31,26,108,24,018502,PUBLIC LIBRARY,0101000020110F00003AEEE9400F645FC134ABF3C19AF95241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Queens Public Library,,Public,Queens Public Library,QPL,City,,,,40.74081673689,-73.9216911219937,1005950.25366243,209185.829873619,qpl_libraries,PUBLIC LIBRARIES
0101000020E610000015E46723D77F52C01EFF0582005F4440,9df7b23366070e7398c2463a8aac7ff5,THRESH INC,200,WEST 20 STREET,200 W 20TH STREET,NEW YORK,10011,Manhattan,1,1068149,1007697503,104,MN13,03,010,02,008700,DANCE,0101000020110F0000086D062C4D6C5FC1733244ADCDF95241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Thresh Inc,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.742203,-73.997506,984941.100615381,209681.19977422,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000051F5CE5C3F7952C03992BA991A714440,688284d528b29c703a3b674bc2accbec,VAN CORTLANDT LIBRARY,3882,CANNON PLACE,3882 CANNON PLACE,BRONX,10463,Bronx,2,2116521,2032630258,208,BX28,11,050,10,027900,PUBLIC LIBRARY,0101000020110F00007804A3501A615FC114BC60D91D0E5341,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Non-public,New York Public Library,NYPL,City,,,,40.8836242829315,-73.8944923420979,1013424.66424368,261223.598216258,nypl_libraries,PUBLIC LIBRARIES
0101000020E6100000A3D8A9EE217752C002BE91AFE6584440,e01831f25e5d4e1b9d16246e982a3e53,WOODHAVEN,85-41,FOREST PARKWAY,85-41 FOREST PARKWAY,WOODHAVEN,11421,Queens,4,4181578,4088560085,409,QN53,32,102,27,001200,PUBLIC LIBRARY,0101000020110F0000B7DD26A4825D5FC193E6E38FF7F25241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Queens Public Library,,Public,Queens Public Library,QPL,City,,,,40.6945399724609,-73.8614460619597,1022671.48105186,192346.475166936,qpl_libraries,PUBLIC LIBRARIES
0101000020E6100000A5AE6F42697D52C01CE6209FE8614440,36c926209bd3ca4dc2be8a91a1e90231,67TH STREET LIBRARY,328,EAST 67 STREET,328 EAST 67 STREET,NEW YORK,10065,Manhattan,1,1044749,1014410038,108,MN31,05,019,02,011800,PUBLIC LIBRARY,0101000020110F0000387B28D92C685FC196590FF10FFD5241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Non-public,New York Public Library,NYPL,City,,,,40.7649115477218,-73.9595495310446,995455.218391313,217957.236871459,nypl_libraries,PUBLIC LIBRARIES
0101000020E6100000CBC399E1468052C08C14101A2C604440,9ea9fec6c05d99474fd87956c62052df,"APERTURE FOUNDATION, INC.",547,WEST 27 STREET,547 WEST 27 STREET,NEW YORK,10001,Manhattan,1,1012403,1006990005,104,MN13,03,010,02,009900,SPECIAL LIBRARIES,0101000020110F0000E78D86FA0A6D5FC1C48D70881DFB5241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Aperture Foundation, Inc.",Non-public,Non-public,NYC Department of Education,NYCDOE,City,,,,40.751345880367,-74.0043262483224,983051.338179432,213012.263854585,nysed_activeinstitutions,ACADEMIC AND SPECIAL LIBRARIES
0101000020E610000000750305DE7F52C08B37328FFC5B4440,633155f793a1eff9da26eb9752ecfee6,ART FOR PROGRESS,133,MULBERRY STREET,133 MULBERRY STREET,NEW YORK,10013,Manhattan,1,1003081,1002367503,102,MN24,01,005,02,004100,"MULTI-DISCIPLINE, NON-PERFORM",0101000020110F0000F3024BDC586C5FC1F73C7F816CF65241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Art For Progress,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.718645,-73.997926,984824.919603669,201098.281978643,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000087E946BE0B7552C0D466F47FFD604440,33dbf03039cdad720af2d78493f87a20,FLUSHING,41-17,MAIN STREET,41-17 MAIN STREET,FLUSHING,11355,Queens,4,4114282,4050430011,407,QN22,20,109,25,085300,PUBLIC LIBRARY,0101000020110F00001B547644F7595FC15F35B34D08FC5241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Queens Public Library,,Public,Queens Public Library,QPL,City,,,,40.7577362006538,-73.8288417522909,1031667.76948969,215386.760673535,qpl_libraries,PUBLIC LIBRARIES
0101000020E6100000BDFC9845378052C0358CE4CBD24D4440,916cce7ad672b10b9deabffb233ae7ef,NEW UTRECHT LIBRARY,1743,86 STREET,1743 86 STREET,BROOKLYN,11214,Brooklyn,3,3165745,3063430064,311,BK27,43,062,20,017800,PUBLIC LIBRARY,0101000020110F0000958EE976F06C5FC1E001F3F990E65241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Brooklyn Public Library,BPL,Public,Brooklyn Public Library,BPL,City,,,,40.6079954973178,-74.0033735269562,983313.294745433,160785.563977495,bpl_libraries,PUBLIC LIBRARIES
0101000020E61000005CD7B60FE07552C0183D20BFF7544440,260cd3e7a45d6f87942f17a5175b8fad,HOWARD BEACH,92-06,156 AVENUE,92-06 156 AVENUE,HOWARD BEACH,11414,Queens,4,4292455,4139570001,410,QN57,32,106,27,089200,PUBLIC LIBRARY,0101000020110F00009CAE3EE95F5B5FC16DFEF0E38FEE5241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Queens Public Library,,Public,Queens Public Library,QPL,City,,,,40.6638106257835,-73.8418006215629,1028139.44239281,181160.13527587,qpl_libraries,PUBLIC LIBRARIES
0101000020E61000005575939BCA7A52C0A9CC92D817614440,7b937d787b0b14b2dc17671acd0d6671,BROADWAY,40-20,BROADWAY,40-20 BROADWAY,ASTORIA,11103,Queens,4,4011018,4006760050,401,QN70,26,114,30,015700,PUBLIC LIBRARY,0101000020110F000058D8BFADB9635FC1BC56F7D725FC5241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Queens Public Library,,Public,Queens Public Library,QPL,City,,,,40.7585402218622,-73.9186161937735,1006796.35072869,215643.840044885,qpl_libraries,PUBLIC LIBRARIES
0101000020E6100000DF685D050D7852C0F21B1E77EE594440,53846e551a15be87e728e9c437f98843,GLENDALE,78-60,73 PLACE,78-60 73 PLACE,RIDGEWOOD,11385,Queens,4,4090100,4036960047,405,QN19,30,104,24,062300,PUBLIC LIBRARY,0101000020110F00004EBA86F6115F5FC1218D060E1FF45241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Queens Public Library,,Public,Queens Public Library,QPL,City,,,,40.7025898835199,-73.8757947361187,1018688.38895244,195273.326011847,qpl_libraries,PUBLIC LIBRARIES
0101000020E610000021BF72D1C37952C0F790B0E5425A4440,feb67d33f9707f6fa4093f89471e29f2,RIDGEWOOD,2012,MADISON STREET,2012 MADISON STREET,RIDGEWOOD,11385,Queens,4,4083512,4034910001,405,QN20,30,104,24,058900,PUBLIC LIBRARY,0101000020110F00004BA8DF4DFB615FC1634A2BA57DF45241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Queens Public Library,,Public,Queens Public Library,QPL,City,,,,40.7051665413036,-73.9025767918179,1011261.48878002,196202.684928908,qpl_libraries,PUBLIC LIBRARIES
0101000020E6100000359C5AA35A6F52C01CEF42AF79544440,c22a54c7fc74017637854aa8e661beef,ROSEDALE,144-20,243 STREET,144-20 243 STREET,ROSEDALE,11422,Queens,4,4287999,4135490007,413,QN05,31,105,29,065400,PUBLIC LIBRARY,0101000020110F000064F9483A4C505FC1D65D09C002EE5241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Queens Public Library,,Public,Queens Public Library,QPL,City,,,,40.6599635197474,-73.7399071106782,1056411.97557861,179826.026224585,qpl_libraries,PUBLIC LIBRARIES
0101000020E6100000D002B780777E52C09A4BDE33D64E4440,de10f1e509966bfb23090eb2e9a6c63d,RYDER LIBRARY,5902,23 AVENUE,5902 23 AVENUE,BROOKLYN,11204,Brooklyn,3,3172049,3065480037,312,BK88,44,066,21,044600,PUBLIC LIBRARY,0101000020110F0000025838E2F7695FC1C1186631B3E75241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Brooklyn Public Library,BPL,Public,Brooklyn Public Library,BPL,City,,,,40.6159119449068,-73.9760438716141,990900.953272429,163670.623496082,bpl_libraries,PUBLIC LIBRARIES
0101000020E6100000EE033CA7007F52C0111C1749355D4440,a1cf1cb9a6a86eaafbeb001865c2d44b,122 COMMUNITY CENTER INC.,150,FIRST AVENUE,150 FIRST AVENUE,NEW YORK,10009,Manhattan,1,1005894,1004370001,103,MN22,02,009,01,003400,UNSPECIFIED DISCIPLINE,0101000020110F00009D7DF8D8E06A5FC1C901EFF5CAF75241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,122 Community Center Inc.,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.72818864468,-73.9844148717964,988569.630013085,204575.703759254,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000162ACC9BD47B52C086A5DB4EC9664440,a392823e32a964699782d166770fcb64,125TH STREET LIBRARY,224,EAST 125 STREET,224 EAST 125 STREET,NEW YORK,10035,Manhattan,1,1054674,1017890037,111,MN34,08,025,05,024200,PUBLIC LIBRARY,0101000020110F000092B708827D655FC179A4D98C88025341,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Non-public,New York Public Library,NYPL,City,,,,40.8030184338086,-73.9348515981477,1002286.48688097,231844.993367112,nypl_libraries,PUBLIC LIBRARIES
0101000020E610000098141B50B67D52C096A2647AA5584440,8bdc11e992bbb4c64ffa85ae870b9b02,"13 PLAYWRIGHTS, INC.",195,WILLOUGHBY AVENUE,195 WILLOUGHBY AVENUE,BROOKLYN,11205,Brooklyn,3,3054896,3019050080,302,BK69,35,088,13,019300,THEATER,0101000020110F00003A5A31BBAF685FC10E112A85AEF25241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"13 Playwrights, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6925499907858,-73.9642524971445,994163.204571144,191593.103053518,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000012D7E998BF7F52C0882DC051AA574440,fcb2ab4f2286ad23685840a04ae55e24,14TH REGIMENT NEW YORK STATE MILITIA,36,TOMPKINS PLACE,36 TOMPKINS PLACE,BROOKLYN,11231,Brooklyn,3,3003983,3003250059,306,BK33,39,076,15,006700,HISTORICAL SOCIETIES,0101000020110F000058DD6B2F256C5FC187EE043595F15241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"14th Regiment New York State Militia, Co. E., Living History Assoc.",Non-public,Non-public,NYC Department of Education,NYCDOE,City,,,,40.6848852337235,-73.9960691722484,985340.190282236,188798.609821371,nysed_activeinstitutions,HISTORICAL SOCIETIES
0101000020E6100000839936705A7D52C0FE8FCE35B6554440,8b417ee404298ecda2bbed35d9c55ce1,18 MAI COMMITTEE,832,FRANKLIN AVENUE,832 FRANKLIN AVENUE,BROOKLYN,11225,Brooklyn,3,3029691,3011870049,309,BK63,35,071,17,021300,"MULTI-DISCIPLINE, PERFORMING",0101000020110F000045E149AC13685FC1C2FE9A2665EF5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,18 Mai Committee,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6696231134992,-73.9586449177933,995722.195875729,183240.864892532,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000186EB7E2958152C0795DC9E9D04F4440,65c0cdf2f7e49335602c116a731f687a,20/20 VISION FOR SCHOOLS,8225,5 AVENUE,8225 5TH AVENUE,BROOKLYN,11209,Brooklyn,3,3152153,3060090001,310,BK31,43,068,20,014200,VISUAL ARTS,0101000020110F000084336904446F5FC1C7FBC2B6CBE85241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,20/20 Vision for Schools,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6235630257824,-74.0247732917127,977372.965551317,166458.176812036,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000FC924881EB8052C02482A914875A4440,69c95b70afe26320ce502737cd9be87f,3 LEGGED DOG,80,GREENWICH STREET,80 GREENWICH STREET,NEW YORK,10006,Manhattan,1,1078977,1000180100,101,MN25,01,001,02,001300,"MULTI-DISCIPLINE, PERFORMING",0101000020110F0000CFD0CF9B226E5FC14287EE08CAF45241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,3 Legged Dog,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7072473361661,-74.0143740853054,980264.775018976,196946.087244652,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000026A0DC3DB7B52C0DC1CCF9798664440,2e0dc9c38473f7d4abe621a00bed8b31,369TH HISTORICAL SOCIETY,240,EAST 123 STREET,240 EAST 123 STREET,NEW YORK,10035,Manhattan,1,1054629,1017870080,111,MN34,08,025,04,019400,HISTORICAL SOCIETIES,0101000020110F000082D09AA889655FC1278DA5E451025341,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,369th Historical Society,Non-public,Non-public,NYC Department of Education,NYCDOE,City,,,,40.8015317689221,-73.9352882033345,1002166.0118751,231303.259720038,nysed_activeinstitutions,HISTORICAL SOCIETIES
0101000020E6100000AF34F236767F52C067436284F6604440,83fbc8ededecc20d7cb7c462ed88758b,42ND STREET DEVELOPMENT CORP.,330,WEST 42 STREET,330 WEST 42ND STREET,NEW YORK,10036,Manhattan,1,1024926,1010320048,104,MN15,03,014,02,011500,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F00000DC19089A86B5FC15922707900FC5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,42nd Street Development Corp.,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7575231056024,-73.9915902486125,986579.850807439,215262.909682987,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000FCB7CCDE917F52C0F3594A2575604440,7bedc425efdac97423357e675ae8d707,"42ND STREET WORKSHOP, INC.",312,WEST 36 STREET,312 WEST 36TH STREET,NEW YORK,10018,Manhattan,1,1080495,1007590049,104,MN13,03,014,02,011100,THEATER,0101000020110F0000E9BE6883D76B5FC11FCEC66C6FFB5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"42nd Street Workshop, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7535750020069,-73.9932782172399,986112.32369131,213824.446818803,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000002D88008717F52C02CBAF59A1E624440,a2e75730e86fb7c60a00a108f7932986,"52ND STREET PROJECT, INC.",789,TENTH AVENUE,789 TENTH AVENUE,NEW YORK,10019,Manhattan,1,1087777,1010817502,104,MN15,03,018,02,013500,THEATER,0101000020110F0000B80578BC9F6B5FC1BFF8087A4CFD5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"52nd Street Project, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.766559,-73.991274,986667.136882329,218554.991416295,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000082548A1D8D7E52C0B0C8AF1F62614440,06177324d29c85303f43a35eedfd7aa5,53RD STREET LIBRARY,18,WEST 53 STREET,18 WEST 53 STREET,NEW YORK,10103,Manhattan,1,1089376,1012687503,105,MN17,04,018,02,010400,PUBLIC LIBRARY,0101000020110F000075E947981C6A5FC1912CC42079FC5241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Non-public,New York Public Library,NYPL,City,,,,40.760807,-73.977363,990521.080991395,216460.03824249,nypl_libraries,PUBLIC LIBRARIES
0101000020E6100000E508361B097E52C098F32C0996614440,9acaec528c11bace4012cdbce3e29d0d,58TH STREET LIBRARY,127,EAST 58 STREET,127 EAST 58 STREET,NEW YORK,10022,Manhattan,1,1037165,1013130005,105,MN19,04,018,02,011203,PUBLIC LIBRARY,0101000020110F00007142365D3C695FC189441C56B3FC5241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Non-public,New York Public Library,NYPL,City,,,,40.7623912305345,-73.9693058040317,992752.946892977,217037.904865591,nypl_libraries,PUBLIC LIBRARIES
0101000020E610000015FE929CC48052C0CD18388EE34E4440,61bc3ca99be97d6feb102dd09c6e383b,DYKER LIBRARY,8202,13 AVENUE,8202 13 AVENUE,BROOKLYN,11228,Brooklyn,3,3164019,3063020036,310,BK30,43,068,20,014800,PUBLIC LIBRARY,0101000020110F00002FCF568BE06D5FC139DEFE21C2E75241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Brooklyn Public Library,BPL,Public,Brooklyn Public Library,BPL,City,,,,40.6163194440756,-74.0120002208208,980918.392314107,163818.404873756,bpl_libraries,PUBLIC LIBRARIES
0101000020E610000051FC19D94E7F52C02C4962A40F5D4440,aec722e8c5ddf63aa1b9c0cbc2beece6,"7 LOAVES, INC.",239,EAST 5 STREET,239 EAST 5TH STREET,NEW YORK,10003,Manhattan,1,1006629,1004610035,103,MN22,02,009,01,003800,"MULTI-DISCIPLINE, PERFORMING",0101000020110F0000C30E55AB656B5FC1034AEEC5A0F75241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"7 Loaves, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7270398597633,-73.9891875032202,987246.882045614,204156.966407745,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000C34B2E1B067F52C08E3DD328F1554440,50a5492c762f3638c196ba7525c475c8,"826NYC, INC.",372,FIFTH AVENUE,372 FIFTH AVENUE,BROOKLYN,11215,Brooklyn,3,3021351,3009870042,306,BK37,39,078,15,013700,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F0000FD48201CEA6A5FC1957BD928A7EF5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"826NYC, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6714221030662,-73.9847476913556,988480.985627573,183893.948206822,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000002FDF546DEA7C52C02EFCB8429A644440,146c55587ccf531b1fb8aec008f0d8c9,96TH STREET LIBRARY,112,EAST 96 STREET,112 EAST 96 STREET,NEW YORK,10128,Manhattan,1,1048501,1015240064,108,MN40,04,019,02,015801,PUBLIC LIBRARY,0101000020110F00005FCE1D6955675FC17729FA6215005341,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Non-public,New York Public Library,NYPL,City,,,,40.7859576609847,-73.9518082932307,997595.40653219,225626.126537834,nypl_libraries,PUBLIC LIBRARIES
0101000020E6100000352A5436547152C03B397C34BA584440,828ad2b4d21a892472aaf180ecb09cc9,"A BETTER JAMAICA, INC.",114-73,178 STREET,114-73 178TH STREET,JAMAICA,11434,Queens,4,4219917,4103120056,412,QN08,27,113,29,042400,FILM/VIDEO/AUDIO,0101000020110F0000999D06FFA6535FC1AC0AAEBCC5F25241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"A Better Jamaica, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6931825262604,-73.7707649061129,1047818.9239829,191904.709088167,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
