the_geom,uid,facname,addressnum,streetname,address,city,zipcode,boro,borocode,bin,bbl,commboard,nta,council,schooldist,policeprct,censtract,factype,the_geom_webmercator,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,proptype,latitude,longitude,xcoord,ycoord,datasource,facsubgrp
0101000020E61000007408E8D6858052C08C06D449BA5D4440,83a2291d02e234ae9a6c2444bf7b7691,THEATRE FOR A NEW AUDIENCE,154,CHRISTOPHER STREET,154 CHRISTOPHER STREET,NEW YORK,10014,Manhattan,1,1010421,1006040033,102,MN23,03,006,02,006900,THEATER,0101000020110F00004E2964EB756D5FC18D015D0660F85241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Theatre for a New Audience,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7322475705415,-74.0081689134548,981986.012554183,206054.218392517,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000E8B08FEAF67E52C03C755A1D43614440,d4b9020d356ddf0713494f26fb9aa12c,THEATRE MUSEUM,723,SEVENTH AVENUE,723 SEVENTH AVENUE,NEW YORK,10019,Manhattan,1,1022688,1010010001,105,MN17,04,018,02,012500,MUSEUM,0101000020110F0000C01CEA4ED06A5FC13130C75B56FC5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Theatre Museum,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7598606769265,-73.9838205722077,988732.216909523,216114.86539216,dcla_culturalinstitutions,MUSEUMS
0101000020E6100000C67ED95F7B7F52C0E276558676604440,606eafb6d2e9538f23974df3801f4fd1,"THEATRE NOW NEW YORK, INC.",520,EIGHTH AVENUE,520 EIGHTH AVENUE,NEW YORK,10018,Manhattan,1,1083624,1007860001,105,MN17,03,014,02,010900,THEATER,0101000020110F000031BF404DB16B5FC13C9E97F870FB5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Theatre Now New York, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.753617088061,-73.991905176542,986492.734183768,213839.812304305,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000992CEE3F327F52C02BF702B342614440,a524acb48cdd23db3454b5a96b232e22,THEATRE OF THE OPPRESSED NYC,758,EIGHTH AVENUE,758 EIGHTH AVENUE,NEW YORK,10036,Manhattan,1,1024736,1010187502,105,MN17,03,018,02,012500,THEATER,0101000020110F0000A31B9617356B5FC1669D8AE455FC5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Theatre of the Oppressed NYC,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.759848,-73.987442,987728.966717027,216110.082208042,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000051888043A88A52C04BAB21718F4F4440,b82db2c817f297352324e4f6a774dd05,"THEATRE REHABILITATION FOR YOUTH, INC.",58,FARRAGUT AVENUE,58 FARRAGUT AVENUE,STATEN ISLAND,10303,Staten Island,5,5119167,5016517501,501,SI12,49,121,31,030302,THEATER,0101000020110F0000983961CFAC7E5FC18C476A7482E85241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Theatre Rehabilitation for Youth, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.621565,-74.16652,938022.902040834,165773.208978757,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000007A16A9BE057F52C08323ABD5CB5E4440,40fc4a83c4817d6d9f056b072c39a70d,"THEATRE-STUDIO, INC.",123,EAST 24 STREET,123 EAST 24TH STREET,NEW YORK,10010,Manhattan,1,1018069,1008800014,105,MN21,02,013,02,006800,THEATER,0101000020110F00006093F87EE96A5FC1DB9803A292F95241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Theatre-Studio, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7405955396307,-73.9847256327866,988482.710190693,209095.910085674,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000034F2AE9B867E52C0ABDBDB6D9A5C4440,a9029ebf0a4aab22e2c08f66c59f72c3,"THEATREMOVES, INC.",275,EAST 7 STREET,275 EAST 7TH STREET,NEW YORK,10009,Manhattan,1,1004511,1003770050,103,MN28,02,009,01,002602,THEATER,0101000020110F0000F6BBA78A116A5FC1DC835B6A1DF75241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"TheatreMoves, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7234628032232,-73.9769658287485,990634.686201691,202854.388468283,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000BD270B1A927F52C009163D56775F4440,be69a25a0b6d05217dcadbbb9953a991,THEATREWORKS/USA CORP.,151,WEST 26 STREET,151 WEST 26TH STREET,NEW YORK,10001,Manhattan,1,1015034,1008020008,105,MN17,03,013,02,009500,THEATER,0101000020110F0000E2760AE8D76B5FC1329411E252FA5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Theatreworks/USA Corp.,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7458293722412,-73.9932923420847,986108.626380156,211002.464199659,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000002FF5B594E07A52C0752BD4941F614440,e1e0ea544e61bf63f3e7d455605935c3,"THEATRON, INC.",32-15,38 STREET,32-15 38TH STREET,ASTORIA,11103,Queens,4,4010405,4006560031,401,QN70,22,114,30,015500,THEATER,0101000020110F0000D7599B00DF635FC1F0EF4D842EFC5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Theatron, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.758776286696,-73.9199573304111,1006424.72735821,215729.503794122,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000BC39693D327C52C000D19613B3564440,c2d7f7c90ee9abffa5ccb16e22165268,THELMA HILL PERFORMING ARTS CENTER,1525,PACIFIC STREET,1525 PACIFIC STREET,BROOKLYN,11213,Brooklyn,3,3029942,3012040068,308,BK61,36,077,17,031100,DANCE,0101000020110F000022ABD58C1C665FC11878CD4F80F05241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Thelma Hill Performing Arts Center,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6773399816902,-73.9405663993447,1000735.39811964,186055.224731535,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000006D90AA5C2B7F52C095E56B7A4A5D4440,8f8f04864f91f015b1504469d9c8d868,"THIN MAN DANCE, INC.",140,SECOND AVENUE,140 SECOND AVENUE,NEW YORK,10003,Manhattan,1,1006362,1004500006,103,MN22,02,009,01,003800,DANCE,0101000020110F0000B23D8164296B5FC1E63A44B6E2F75241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Thin Man Dance, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7288353945579,-73.9870216050783,987847.10356502,204811.217067738,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000E34AE068757A52C0AE221218D4634440,281fe2d93b97b88f060e2ebf93d8160b,"THINGNY, INC.",21-38,CRESCENT STREET,2138 CRESCENT STREET,ASTORIA,11105,Queens,4,4019005,4008690047,401,QN72,22,114,30,010300,MUSIC,0101000020110F00005EB514F628635FC160070A1D37FF5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"thingNY, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7799100960304,-73.9134161177022,1008229.26967197,223430.97297121,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000070CE0DB03C7F52C0CD9128CCDF604440,6dbf8bb5fd947254a1bbdc31d6bb6fe0,"THRESHOLD DANCE PROJECTS, INC.",229,WEST 42 STREET,229 WEST 42ND STREET,NEW YORK,10036,Manhattan,1,1024683,1010140017,105,MN17,03,014,02,011900,DANCE,0101000020110F0000090675D2466B5FC177573500E7FB5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Threshold Dance Projects, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7568297575086,-73.9880790839031,987552.623796269,215010.413259472,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000BF7D1D38677452C08C4AEA0434694440,ac397a5746309d549843d6f02f37f62d,THROG'S NECK LIBRARY,3025,CROSS BRONX EXPRESSWAY EXTENSION,3025 CROSS BRONX EXPRESSWAY EXTENSION,BRONX,10465,Bronx,2,,,210,BX52,13,008,45,013800,PUBLIC LIBRARY,0101000020110F00004AAF86CEDF585FC11334CAD53E055341,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Non-public,New York Public Library,NYPL,City,,,,40.8219,-73.8188,1034401.38105783,238769.385395945,nypl_libraries,PUBLIC LIBRARIES
0101000020E61000006D90AA5C2B7F52C095E56B7A4A5D4440,587c6ffc317da2e70038ff1e208f4571,TICKLE THE SLEEPING GIANT,140,2 AVENUE,140 2ND AVENUE,NEW YORK,10003,Manhattan,1,1006362,1004500006,103,MN22,02,009,01,003800,DANCE,0101000020110F0000B23D8164296B5FC1E63A44B6E2F75241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Tickle the Sleeping Giant,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7288353945579,-73.9870216050783,987847.10356502,204811.217067738,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000005BB39597FC7E52C07520EBA9D5614440,babfb1e27d3a50de9de1c90f15dcb8a6,TIME IN CHILDREN'S ARTS INITIATIVE,260,WEST 54 STREET,260 WEST 54TH STREET,NEW YORK,10019,Manhattan,1,1024832,1010257502,105,MN17,03,018,02,013100,"MULTI-DISCIPLINE, NON-PERFORM",0101000020110F0000166605F3D96A5FC13164F7AEFAFC5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Time In Children's Arts Initiative,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.764333,-73.984167,988635.950863417,217744.262063578,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000A4F199CEFF7E52C0264925C419614440,0999d8f4e2f212974e5f591456163c27,TIMES SQUARE DISTRICT MANAGEMENT ASSOCIATION,1560,BROADWAY,1560 BROADWAY,NEW YORK,10036,Manhattan,1,1022661,1009990003,105,MN17,04,018,02,012500,VISUAL ARTS,0101000020110F00002C60FF68DF6A5FC1F99222FF27FC5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Times Square District Management Association,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7585988218364,-73.9843632224425,988581.967575714,215655.103024286,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000002073E90F818952C01E9DC27C064E4440,22a492847364c7d29843cc9c303bfbab,TODT HILL-WESTERLEIGH LIBRARY,2550,VICTORY BOULEVARD,2550 VICTORY BOULEVARD,STATEN ISLAND,10314,Staten Island,5,5035398,5020990005,501,SI07,50,121,31,018901,PUBLIC LIBRARY,0101000020110F0000C0E16D61B77C5FC1D25ED2CDCAE65241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Non-public,New York Public Library,NYPL,City,,,,40.6095729780447,-74.1485023288519,943017.319750829,161395.213676832,nypl_libraries,PUBLIC LIBRARIES
0101000020E6100000C3F97409BF7E52C07A3A6337185D4440,0d84dba17de8163342d752728e3c7739,TOMPKINS SQUARE LIBRARY,331,EAST 10 STREET,331 EAST 10 STREET,NEW YORK,10009,Manhattan,1,1005147,1004040039,103,MN22,02,009,01,003400,PUBLIC LIBRARY,0101000020110F0000F9574164716A5FC1D667E361AAF75241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Non-public,New York Public Library,NYPL,City,,,,40.7273015245928,-73.980409969553,989679.715342605,204252.72121505,nypl_libraries,PUBLIC LIBRARIES
0101000020E61000009D319C729F8F52C0D6605F6638414440,54d7898563eab7a94254c71a81b127a9,TOTTENVILLE LIBRARY,7430,AMBOY ROAD,7430 AMBOY ROAD,STATEN ISLAND,10307,Staten Island,5,5088113,5078990009,503,SI11,51,123,31,024401,PUBLIC LIBRARY,0101000020110F00004F92460B1C875FC16B7B473D7AD85241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Non-public,New York Public Library,NYPL,City,,,,40.5095336881365,-74.2441069150286,916370.546405745,125008.097474822,nypl_libraries,PUBLIC LIBRARIES
0101000020E6100000529B8834007F52C07A18B92FC7604440,f3e4f3c396f3f3ff23c61e1115dd18cb,"TOWN HALL FOUNDATION, INC.",123,WEST 43 STREET,123 WEST 43RD STREET,NEW YORK,10036,Manhattan,1,1022615,1009960021,105,MN17,04,014,02,011900,"MULTI-DISCIPLINE, PERFORMING",0101000020110F00004DC92316E06A5FC114132768CBFB5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Town Hall Foundation, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7560786870753,-73.984387524991,988575.398513272,214736.934585037,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000A23A011B3C7D52C0C74DB0D2235D4440,82a383523ef183b3ca2f4c6fe738bd9c,"TOWN SQUARE, INC.",102,OAK STREET,102 OAK STREET,BROOKLYN,11222,Brooklyn,3,3065048,3025720010,301,BK76,33,094,14,056100,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F00007CF34C26E0675FC12F18DD63B7F75241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Town Square, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.727655731283,-73.9567935478213,996225.350545275,204384.115932365,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000EAAF3B108E7F52C07FE87030EB584440,d7ec16f3f93847939a54ee95de2acf2c,TOY MUSEUM OF NEW YORK,157,MONTAGUE STREET,157 MONTAGUE STREET,BROOKLYN,11201,Brooklyn,3,3329457,3002430008,302,BK09,33,084,13,000502,MUSEUM,0101000020110F00001D85020CD16B5FC1DF704A9BFCF25241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Toy Museum of New York,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6946774054822,-73.9930458624728,986178.402955479,192366.236673574,dcla_culturalinstitutions,MUSEUMS
0101000020E6100000DA66E1C9E27352C0F2768E9AEE644440,f717eddd369e73471be711460c059de0,WHITESTONE,151-10,14 ROAD,151-10 14 ROAD,WHITESTONE,11357,Queens,4,4107201,4047170025,407,QN49,19,109,25,098700,PUBLIC LIBRARY,0101000020110F0000043D2BDCFE575FC1A2FAFCFE73005341,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Queens Public Library,,Public,Queens Public Library,QPL,City,,,,40.7885316081646,-73.8107170773687,1036664.78728423,226616.86243274,qpl_libraries,PUBLIC LIBRARIES
0101000020E6100000A5AB4278107D52C05994D476E4544440,d555e70831522ebe6b746895f92f10c5,TRAIL BLAZER CAMPS,394,ROGERS AVENUE,394 ROGERS AVE,BROOKLYN,11225,Brooklyn,3,3034764,3013140050,309,BK60,40,071,17,032700,SCIENCE,0101000020110F000082CCAA0796675FC11683144D7AEE5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Trail Blazer Camps,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6632221734987,-73.9541302348212,996975.822305481,180909.44559718,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000C67ED95F7B7F52C0E276558676604440,5be06396792d51d22fb8f343e11064de,TRANSPORT GROUP,520,EIGHTH AVENUE,520 EIGHTH AVENUE,NEW YORK,10018,Manhattan,1,1083624,1007860001,105,MN17,03,014,02,010900,THEATER,0101000020110F000031BF404DB16B5FC13C9E97F870FB5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Transport Group,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.753617088061,-73.991905176542,986492.734183768,213839.812304305,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000D45B78D1227D52C0AE27CA56BD574440,e9a84c885b96fe50afa30cef3c191000,"TRAVELLED RHODES INTERNATIONAL SCULPTOR ARTS GARDEN, INC.",290,GATES AVENUE,290-292 GATES AVENUE,BROOKLYN,11216,Brooklyn,3,3057014,3019860020,303,BK69,36,079,13,022900,"MULTI-DISCIPL, PERF & NON-PERF",0101000020110F0000A5BE5932B5675FC14F4B5982AAF15241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Travelled Rhodes International Sculptor Arts Garden, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6854656684003,-73.9552501368883,996660.983696315,189013.224713659,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000A86E2EFEB67E52C0392A37514B614440,57156433987849079f4167a9b75f2d24,"TREEHOUSE SHAKERS, INC.",,,RADIO CITY STATION,NEW YORK,10020,Manhattan,1,,1012660001,105,MN17,04,002,18,010400,"MULTI-DISCIPLINE, PERFORMING",0101000020110F00003A555EBA636A5FC14F66458E5FFC5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Treehouse Shakers, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.760111,-73.979919,989813.055775148,216206.289989742,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000000CA242947E7952C08FD01B564B6C4440,07746b3d54694d9318a8f16d10f085e2,TREMONT LIBRARY,1866,WASHINGTON AVENUE,1866 WASHINGTON AVENUE,BRONX,10457,Bronx,2,2009573,2029180001,206,BX01,15,048,09,039500,PUBLIC LIBRARY,0101000020110F00002EB8DBB185615FC1AEB4F318B7085341,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Non-public,New York Public Library,NYPL,City,,,,40.8460490833105,-73.898350777694,1012373.62779589,247532.236906969,nypl_libraries,PUBLIC LIBRARIES
0101000020E610000020C78010A78052C0BE5418D8E45B4440,d3448e4e944b60f2560b6b69a326c29b,TRIANGLE ARTS ASSOCIATION,20,JAY STREET,20 JAY STREET,NEW YORK,10013,Manhattan,1,1001553,1001430021,101,MN24,01,001,02,003900,VISUAL ARTS,0101000020110F000052CA005BAE6D5FC1FBCF79EE51F65241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Triangle Arts Association,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7179212683491,-74.0101968057247,981423.381315496,200834.762094166,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000D1798D5DA28052C051F86C1D1C5C4440,4ee0f078feca44fa916a6e2ce3fd393d,"TRIBECA FILM INSTITUTE, INC.",375,GREENWICH STREET,375 GREENWICH STREET,NEW YORK,10013,Manhattan,1,1002114,1001877501,101,MN24,01,001,02,003900,FILM/VIDEO/AUDIO,0101000020110F000086B8AB5FA66D5FC1689CBCDD8FF65241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Tribeca Film Institute, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.719608,-74.00991,981502.955188476,201449.280980403,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000318C46281E7D52C0A3DF02C85A694440,8d6338e3ba70076534aa03ac8cea080f,"TRIBECA NEW MUSIC, INC.",640,WEST 139 STREET,640 WEST 139TH STREET,NEW YORK,10031,Manhattan,1,1079500,1020870050,109,MN04,07,030,06,022500,MUSIC,0101000020110F000031EA9647AD675FC103A5A5566A055341,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Tribeca New Music, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.8230829252273,-73.9549656571333,996714.105145184,239151.701379448,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000008BD00459458052C06101984FF25B4440,b16002f6aae90c850651cff33e1defb8,"TRIBECARTS, INC.",49,WHITE STREET,49 WHITE STREET,NEW YORK,10013,Manhattan,1,1001933,1001750022,101,MN24,01,001,02,003300,"MULTI-DISCIPLINE, PERFORMING",0101000020110F0000C093AF5F086D5FC1F8D4960561F65241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"TribecArts, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7183322422231,-74.0042326495188,983076.690162852,200984.356283962,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000006D0377A04E7E52C0691B7FA2B2574440,16828b761b05487c63bdad8fbca64b4e,TRILOK FUSION ARTS,138,SOUTH OXFORD STREET,138 SOUTH OXFORD STREET,BROOKLYN,11217,Brooklyn,3,,3020040048,302,BK68,35,088,13,017900,DANCE,0101000020110F00008473A373B2695FC1931836859EF15241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Trilok Fusion Arts,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.685139,-73.973549,991585.989976953,188892.147381208,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E610000009A5D59A937F52C0A9324AC7BA604440,497f8077d2182dfbde77acb63412a520,"TRISHA BROWN COMPANY, INC.",341,WEST 38 STREET,341 WEST 38TH STREET,NEW YORK,10018,Manhattan,1,1013637,1007620011,104,MN15,03,014,02,011500,DANCE,0101000020110F000035A6A575DA6B5FC14920C37EBDFB5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Trisha Brown Company, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.755700026731,-73.993384083402,986082.934150355,214598.660065081,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000D4695515387D52C0B9BEB0AB0B5D4440,c9bcae80cbf616fa7fc4e4430ef3a919,"TRISKELION ARTS - KICK/STANDANCE, INC.",106,CALYER STREET,106 CALYER STREET,BROOKLYN,11222,Brooklyn,3,3337696,3025930016,301,BK76,33,094,14,056100,DANCE,0101000020110F0000D8EE4C51D9675FC1609284529CF75241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Triskelion Arts - Kick/StanDance, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7269186604512,-73.9565480550876,996293.525933855,204115.611827486,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000F2C6239D8F7C52C0FD0801A711584440,8e49c2cce00c4cbfec8e39b84cebf408,"TROPICALFETE, INC.",380,LEXINGTON AVENUE,380 LEXINGTON AVE,BROOKLYN,11216,Brooklyn,3,3322213,3018040010,303,BK75,36,079,13,026500,OTHER,0101000020110F0000FE27B927BB665FC1885744F108F25241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Tropicalfete, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.6880387072615,-73.9462654923807,999152.221047015,189952.058301868,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000F2A5C9747D7F52C05AA863EB25604440,c69593c2c5c4716cb7c69b94acf51071,TRUSTY SIDEKICK THEATER COMPANY,1,PENN PLAZA,1 PENN PLAZA,NEW YORK,10119,Manhattan,1,1014387,1007830070,105,MN17,03,014,02,010100,THEATER,0101000020110F0000DC7C80D6B46B5FC13644159A16FB5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Trusty Sidekick Theater Company,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7511572109804,-73.992032238886,986457.612085815,212943.596308204,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E6100000CA3606A4837E52C0A1FE6C8D09534440,01bc75dd850bb4cfe2266db01efc24b2,WINDSOR TERRACE LIBRARY,160,EAST 5 STREET,160 EAST 5 STREET,BROOKLYN,11218,Brooklyn,3,3124000,3053180010,307,BK40,39,072,15,050000,PUBLIC LIBRARY,0101000020110F0000B13A4C800C6A5FC17F6CDAA166EC5241,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,Brooklyn Public Library,BPL,Public,Brooklyn Public Library,BPL,City,,,,40.6487290174675,-73.976784711903,990692.104722025,175626.707847974,bpl_libraries,PUBLIC LIBRARIES
0101000020E6100000408864C8B18052C0B153AC1A845B4440,0678af77a5845fdb2e6a1dd5c92250d9,TUG PEGASUS PRESERVATION PROJECT,83,MURRAY STREET,83 MURRAY STREET,NEW YORK,10007,Manhattan,1,1077396,1001327504,101,MN24,01,001,02,002100,MUSEUM,0101000020110F0000B29AC68FC06D5FC153372688E5F55241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Tug Pegasus Preservation Project,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.714969,-74.010851,981241.901309602,199759.182418108,dcla_culturalinstitutions,MUSEUMS
0101000020E6100000E3B71C00DD7752C0B925816B555E4440,7eb1efd27d72b158fad74eef4b7c9681,"TUNG CHING CHINESE CENTER FOR THE ARTS, INC.",54-17,90 STREET,54-17 90TH STREET,ELMHURST,11373,Queens,4,4045945,4018560079,404,QN29,25,110,24,045700,FOLK ARTS,0101000020110F00007C133365C05E5FC169CAC3E60DF95241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,"Tung Ching Chinese Center for the Arts, Inc.",Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7369818096735,-73.8728637962773,1019482.86423086,207804.512918405,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
0101000020E61000003EE51FAEF87D52C010C941F2C9604440,a1e49178a5ba74a5a863fd8b774caf93,TURTLE BAY MUSIC SCHOOL,244,EAST 52 STREET,244 EAST 52ND STREET,NEW YORK,10022,Manhattan,1,1038477,1013250032,106,MN19,04,017,02,009800,MUSIC,0101000020110F0000950C737620695FC199BB5080CEFB5241,CULTURAL INSTITUTIONS,LIBRARIES AND CULTURAL PROGRAMS,Regional,Turtle Bay Music School,Non-public,Non-public,NYC Department of Cultural Affairs,NYCDCLA,City,,,,40.7561629124849,-73.9683032332877,993031.501453973,214768.823962325,dcla_culturalinstitutions,OTHER CULTURAL INSTITUTIONS
